032002201	2.281411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002202	3.872829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002203	2.013428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002204	3.615558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002205	3.932890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002206	3.522263	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
032002207	1.892209	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1
032002208	2.581347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002209	1.976989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002210	1.321360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002211	3.432722	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
032002212	1.949156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002213	1.497421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
032002214	2.112674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002215	2.327280	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002216	3.481063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002217	2.190497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002218	2.361156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002219	3.018891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002220	1.836268	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002221	3.614551	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
032002222	3.282113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002223	3.690542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002224	1.476638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002225	2.850520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002226	1.733634	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
032002227	2.964873	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
032002228	1.443953	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1
032002229	1.544023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002230	3.965941	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002231	1.030763	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
032002232	2.854549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002233	1.796991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002234	3.821284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002235	2.417096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002236	2.454268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002237	1.877102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002238	3.480331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002239	2.130253	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002240	3.077853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002241	1.215155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002242	3.345744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
032002243	1.377758	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
032002244	1.356426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002245	1.657460	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002246	3.158971	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002247	1.593097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
032002248	1.516556	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1
032002249	2.443831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002250	3.942961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002251	1.982482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002252	3.615284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
032002253	2.877621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002254	1.864742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002255	3.311594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002256	3.053499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002257	1.159124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002258	2.611927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002259	1.151982	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
032002260	3.713981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002261	3.349406	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
032002262	2.376354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002263	1.304697	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0
032002264	3.564379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
032002265	3.933073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002266	3.039033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002267	1.620197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002268	3.072176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
032002269	2.950682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002270	1.650044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002271	2.934111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002272	1.273293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002273	3.167028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
032002274	3.797296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
